,Course Code,Course Name 2019,EOS 2019,Mid 2019,Institution,Test 2019,NotAll 2019,Matric 2019,AQA 2019,Level8 2019
589,GA787,Computing in Software Development,275.0,327.0,Galway-Mayo Institute of Technology,False,False,False,False,True
590,GA788,Computing and Digital Media,270.0,327.0,Galway-Mayo Institute of Technology,False,False,False,False,True
591,GA789,Agriculture and Environmental Management (Mountbellew Campus),297.0,339.0,Galway-Mayo Institute of Technology,False,False,False,False,True
592,GA790,Sport and Exercise Science,350.0,379.0,Galway-Mayo Institute of Technology,False,False,False,False,True
593,GA791,Public Health Nutrition,364.0,397.0,Galway-Mayo Institute of Technology,False,False,False,False,True
594,GA880,General Nursing - Mayo Campus,389.0,400.0,Galway-Mayo Institute of Technology,False,True,False,False,True
595,GA882,Psychiatric Nursing - Mayo Campus,346.0,370.0,Galway-Mayo Institute of Technology,False,False,False,False,True
596,GA885,Outdoor Education - Mayo Campus,210.0,298.0,Galway-Mayo Institute of Technology,False,False,False,False,True
597,GA887,History and Geography - Mayo Campus,228.0,296.0,Galway-Mayo Institute of Technology,False,False,False,False,True
598,GA889,Applied Social Care - Mayo Campus,260.0,297.0,Galway-Mayo Institute of Technology,False,False,False,False,True
599,GA890,Early Childhood Care and Education - Mayo Campus,278.0,319.0,Galway-Mayo Institute of Technology,False,False,False,False,True
600,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,376.0,389.0,Galway-Mayo Institute of Technology,False,False,False,False,True
601,GA981,Furniture Design and Manufacture - Letterfrack Campus,271.0,350.0,Galway-Mayo Institute of Technology,False,False,False,False,True
602,GA982,Furniture and Wood Technology - Letterfrack Campus,270.0,352.0,Galway-Mayo Institute of Technology,False,False,False,False,True
603,GY101,Arts (Joint-Honours),300.0,374.0,"National University of Ireland, Galway",False,False,False,False,True
604,GY104,Arts (Psychology),507.0,529.0,"National University of Ireland, Galway",False,False,False,False,True
605,GY105,Arts (History),318.0,358.0,"National University of Ireland, Galway",False,False,False,False,True
606,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),330.0,397.0,"National University of Ireland, Galway",False,False,False,False,True
607,GY109,Arts (Mathematics and Education),411.0,487.0,"National University of Ireland, Galway",False,False,False,False,True
608,GY110,Arts with Children's Studies,382.0,409.0,"National University of Ireland, Galway",False,False,False,False,True
609,GY111,Arts with Creative Writing,402.0,472.0,"National University of Ireland, Galway",False,False,False,False,True
610,GY112,Arts with Film Studies,338.0,370.0,"National University of Ireland, Galway",False,False,False,False,True
611,GY113,Arts with Human Rights,338.0,409.0,"National University of Ireland, Galway",False,False,False,False,True
612,GY115,Arts with Performing Arts Studies,328.0,367.0,"National University of Ireland, Galway",False,False,False,False,True
613,GY118,"Arts (Drama, Theatre and Performance Studies)",410.0,451.0,"National University of Ireland, Galway",False,False,False,False,True
614,GY119,Journalism,410.0,475.0,"National University of Ireland, Galway",False,False,False,False,True
615,GY120,"Arts (Child, Youth and Family: Policy and Practice)",309.0,346.0,"National University of Ireland, Galway",False,False,False,False,True
616,GY121,Arts (Children's Studies),356.0,389.0,"National University of Ireland, Galway",False,False,False,False,True
617,GY122,Na Dána (Cumarsáid agus Gaeilge),308.0,399.0,"National University of Ireland, Galway",False,False,False,False,True
618,GY123,BSc (Applied Social Sciences),357.0,388.0,"National University of Ireland, Galway",False,False,False,False,True
619,GY124,Arts (Arts with Data Science),434.0,466.0,"National University of Ireland, Galway",False,False,False,False,True
620,GY125,Arts (Digital Arts and Technology),324.0,379.0,"National University of Ireland, Galway",False,False,False,False,True
621,GY126,Arts (English and Media Studies),418.0,451.0,"National University of Ireland, Galway",False,False,False,False,True
622,GY127,Arts (Film and Digital Media),387.0,435.0,"National University of Ireland, Galway",False,False,False,False,True
623,GY128,Arts (Global Languages),370.0,440.0,"National University of Ireland, Galway",False,False,False,False,True
624,GY129,Arts (International),408.0,477.0,"National University of Ireland, Galway",False,False,False,False,True
625,GY130,Arts (Music),400.0,444.0,"National University of Ireland, Galway",False,False,False,False,True
626,GY131,Arts (History and Globalisation Studies),340.0,431.0,"National University of Ireland, Galway",False,False,False,False,True
627,GY132,"Government (Politics, Economics and Law)",402.0,444.0,"National University of Ireland, Galway",False,False,False,False,True
628,GY133,Education (Computer Science and Mathematical  Studies),401.0,466.0,"National University of Ireland, Galway",False,False,False,False,True
629,GY201,Commerce,420.0,453.0,"National University of Ireland, Galway",False,False,False,False,True
630,GY202,Commerce (International) with French,484.0,513.0,"National University of Ireland, Galway",False,False,False,False,True
631,GY203,Commerce (International) with German,489.0,541.0,"National University of Ireland, Galway",False,False,False,False,True
632,GY204,Commerce (International) with Spanish,484.0,500.0,"National University of Ireland, Galway",False,False,False,False,True
633,GY206,Business Information Systems (Work Placement & Optional Int`l Study),431.0,445.0,"National University of Ireland, Galway",False,False,False,False,True
634,GY207,Commerce (Accounting) including optional Global Experience year,486.0,510.0,"National University of Ireland, Galway",False,False,False,False,True
635,GY208,Commerce (Gaeilge),473.0,488.0,"National University of Ireland, Galway",False,False,False,False,True
636,GY209,Commerce (Global Experience),509.0,531.0,"National University of Ireland, Galway",False,False,False,False,True
637,GY250,Law & Business,436.0,467.0,"National University of Ireland, Galway",False,False,False,False,True
638,GY251,Law,473.0,498.0,"National University of Ireland, Galway",False,False,False,False,True
639,GY252,Law & Human Rights,510.0,521.0,"National University of Ireland, Galway",False,False,False,False,True
640,GY261,"Business Studies (International Hotel Management, Shannon)",486.0,615.0,"National University of Ireland, Galway",True,False,False,False,True
641,GY262,"Commerce (International Hotel Management, Shannon)",671.0,726.0,"National University of Ireland, Galway",True,False,False,False,True
642,GY301,Science,400.0,456.0,"National University of Ireland, Galway",False,False,False,False,True
643,GY303,Biomedical Science,533.0,566.0,"National University of Ireland, Galway",False,False,False,False,True
644,GY304,Biotechnology,473.0,507.0,"National University of Ireland, Galway",False,False,False,False,True
645,GY308,Environmental Science,413.0,440.0,"National University of Ireland, Galway",False,False,False,False,True
646,GY309,Financial Mathematics and Economics,454.0,498.0,"National University of Ireland, Galway",False,False,False,False,True
647,GY310,Marine Science,409.0,456.0,"National University of Ireland, Galway",False,False,False,False,True
648,GY313,Environmental Health and Safety,402.0,435.0,"National University of Ireland, Galway",False,False,False,False,True
649,GY314,Earth and Ocean Sciences,402.0,425.0,"National University of Ireland, Galway",False,False,False,False,True
650,GY318,Biopharmaceutical Chemistry,510.0,532.0,"National University of Ireland, Galway",False,False,False,False,True
651,GY319,Mathematical Science,456.0,531.0,"National University of Ireland, Galway",False,False,False,False,True
652,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",401.0,487.0,"National University of Ireland, Galway",False,False,False,False,True
653,GY350,Computer Science and Information Technology,425.0,466.0,"National University of Ireland, Galway",False,False,False,False,True
654,GY401,Engineering (Undenominated),444.0,499.0,"National University of Ireland, Galway",False,False,False,False,True
655,GY402,Civil Engineering,509.0,543.0,"National University of Ireland, Galway",False,False,False,False,True
656,GY405,Mechanical Engineering,443.0,499.0,"National University of Ireland, Galway",False,False,False,False,True
657,GY406,Electronic and Computer Engineering,509.0,547.0,"National University of Ireland, Galway",False,False,False,False,True
658,GY408,Biomedical Engineering,519.0,543.0,"National University of Ireland, Galway",False,False,False,False,True
659,GY410,Project and Construction Management,434.0,464.0,"National University of Ireland, Galway",False,False,False,False,True
660,GY413,Energy Systems Engineering,532.0,589.0,"National University of Ireland, Galway",False,False,False,False,True
661,GY414,Electrical and Electronic Engineering,454.0,487.0,"National University of Ireland, Galway",False,False,False,False,True
662,GY501,"Medicine (five year/six year course, HPAT required)",726.0,731.0,"National University of Ireland, Galway",True,True,False,False,True
663,GY502,Occupational Therapy,532.0,543.0,"National University of Ireland, Galway",False,False,False,False,True
664,GY503,Speech and Language Therapy,529.0,543.0,"National University of Ireland, Galway",False,False,False,False,True
665,GY504,Podiatric Medicine,434.0,463.0,"National University of Ireland, Galway",False,False,False,False,True
666,GY515,General Nursing (Galway and Portiuncula),442.0,466.0,"National University of Ireland, Galway",False,False,False,False,True
667,GY516,Mental Health Nursing,388.0,413.0,"National University of Ireland, Galway",False,False,False,False,True
668,GY517,Midwifery,429.0,468.0,"National University of Ireland, Galway",False,False,False,False,True
669,LY108,Business - Accounting,318.0,399.0,Letterkenny Institute of Technology,False,False,False,False,True
670,LY118,Business,287.0,352.0,Letterkenny Institute of Technology,False,False,False,False,True
671,LY208,Law,300.0,359.0,Letterkenny Institute of Technology,False,False,False,False,True
672,LY218,Business - with Spanish/Irish options,298.0,367.0,Letterkenny Institute of Technology,False,False,False,False,True
673,LY228,Sports and Exercise (Common Entry),278.0,330.0,Letterkenny Institute of Technology,False,False,False,False,True
674,LY408,Design (Common Entry),307.0,368.0,Letterkenny Institute of Technology,True,False,False,False,True
675,LY508,Fire Safety Engineering,270.0,299.0,Letterkenny Institute of Technology,False,False,False,False,True
676,LY518,Quantity Surveying,307.0,368.0,Letterkenny Institute of Technology,False,False,False,False,True
677,LY528,Construction Management,267.0,291.0,Letterkenny Institute of Technology,False,False,False,False,True
678,LY608,Mechanical Engineering,304.0,333.0,Letterkenny Institute of Technology,False,False,False,False,True
679,LY618,Electronics and Embedded Systems,307.0,339.0,Letterkenny Institute of Technology,False,False,False,False,True
680,LY708,Applied Computing,300.0,348.0,Letterkenny Institute of Technology,False,False,False,False,True
681,LY818,Science (Common Entry),302.0,371.0,Letterkenny Institute of Technology,False,False,False,False,True
682,LY828,Agriculture (Common Entry),300.0,342.0,Letterkenny Institute of Technology,False,False,False,False,True
683,LY908,General Nursing,383.0,390.0,Letterkenny Institute of Technology,False,False,False,False,True
684,LY918,Psychiatric Nursing,291.0,332.0,Letterkenny Institute of Technology,False,True,False,False,True
685,LY928,Intellectual Disability Nursing,288.0,299.0,Letterkenny Institute of Technology,False,False,False,False,True
686,LY968,"Early Childhood Care, Health and Education",300.0,336.0,Letterkenny Institute of Technology,False,False,False,False,True
687,LY978,Health & Social Care (Common Entry),260.0,299.0,Letterkenny Institute of Technology,False,False,False,False,True
688,MI001,Contemporary & Applied Theatre Studies,345.0,381.0,Mary Immaculate College,False,False,False,False,True
689,MI002,Arts (offered in conjunction with the University of Limerick),300.0,378.0,Mary Immaculate College,False,False,False,False,True
690,MI005,Education - Primary Teaching,473.0,506.0,Mary Immaculate College,False,True,False,False,True
691,MI006,Education - Primary Teaching (Gaeltacht Applicants),442.0,473.0,Mary Immaculate College,True,False,False,False,True
692,MI007,Early Childhood Care and Education,366.0,402.0,Mary Immaculate College,False,False,False,False,True
693,MI008,Education and Psychology - Primary Teaching,543.0,555.0,Mary Immaculate College,False,False,False,False,True
694,MI009,"Education, Business Studies and Accounting (Thurles Campus)",392.0,420.0,Mary Immaculate College,False,False,False,False,True
695,MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326.0,355.0,Mary Immaculate College,False,False,False,False,True
696,MI011,"Education, Irish and Religious Studies (Thurles Campus)",377.0,387.0,Mary Immaculate College,False,False,False,False,True
697,MI012,"Education, Irish and Business Studies (Thurles Campus)",398.0,440.0,Mary Immaculate College,False,False,False,False,True
698,MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",433.0,465.0,Mary Immaculate College,False,False,False,False,True
699,CI101,Counselling and Psychotherapy (Limerick),276.0,328.0,Irish College of Humanities & Applied Sciences,False,False,False,False,True
700,LC110,"Art and Design (Common Entry, portfolio)",734.0,918.0,Limerick Institute of Technology,True,False,False,False,True
701,LC114,Fashion and Textiles for Product and Costume (portfolio),900.0,988.0,Limerick Institute of Technology,True,False,False,False,True
702,LC220,Digital Marketing,254.0,288.0,Limerick Institute of Technology,False,False,False,False,True
703,LC223,Law and Taxation,308.0,372.0,Limerick Institute of Technology,False,False,False,False,True
704,LC224,Accounting and Finance,299.0,382.0,Limerick Institute of Technology,False,False,False,False,True
705,LC225,Marketing and Management,298.0,337.0,Limerick Institute of Technology,False,False,False,False,True
706,LC226,Enterprise and Innovation,216.0,298.0,Limerick Institute of Technology,False,False,False,False,True
707,LC233,Software Development,300.0,371.0,Limerick Institute of Technology,False,False,False,False,True
708,LC234,Interactive Digital Media,219.0,288.0,Limerick Institute of Technology,False,False,False,False,True
709,LC236,Internet Systems Development,298.0,319.0,Limerick Institute of Technology,False,False,False,False,True
710,LC239,Computer Networks and Systems Management,335.0,347.0,Limerick Institute of Technology,False,False,False,False,True
711,LC241,Construction Management,276.0,303.0,Limerick Institute of Technology,False,False,False,False,True
712,LC242,Property Valuation and Management,292.0,328.0,Limerick Institute of Technology,False,False,False,False,True
713,LC243,Quantity Surveying,281.0,360.0,Limerick Institute of Technology,False,False,False,False,True
714,LC248,Built Environment (Common Entry),307.0,350.0,Limerick Institute of Technology,False,False,False,False,True
715,LC252,Civil Engineering Management,281.0,331.0,Limerick Institute of Technology,False,False,False,False,True
716,LC263,Clinical Technology,282.0,359.0,Limerick Institute of Technology,False,False,False,False,True
717,LC265,Forensic and Pharmaceutical Sciences,335.0,368.0,Limerick Institute of Technology,False,False,False,False,True
718,LC266,Drug and Medicinal Product Analysis,236.0,299.0,Limerick Institute of Technology,False,False,False,False,True
719,LC275,Electrical Engineering,288.0,340.0,Limerick Institute of Technology,False,False,False,False,True
720,LC288,Mechanical Engineering,307.0,360.0,Limerick Institute of Technology,False,False,False,False,True
721,LC289,Precision Engineering,280.0,369.0,Limerick Institute of Technology,False,False,False,False,True
722,LC292,Social Care Work,360.0,389.0,Limerick Institute of Technology,False,False,False,False,True
723,LC293,Business Studies with Travel and Tourism Management,299.0,326.0,Limerick Institute of Technology,False,False,False,False,True
724,LC294,Business Studies with Event Management,271.0,300.0,Limerick Institute of Technology,False,False,False,False,True
725,LC295,Business Studies with Sports Management,263.0,298.0,Limerick Institute of Technology,False,False,False,False,True
726,LC297,Community Development,217.0,269.0,Limerick Institute of Technology,False,False,False,False,True
727,LC320,Business,337.0,378.0,Limerick Institute of Technology,False,False,False,False,True
728,LC330,Business with Computing,298.0,326.0,Limerick Institute of Technology,False,False,False,False,True
729,LC340,Interior Design,298.0,349.0,Limerick Institute of Technology,False,False,False,False,True
730,LC362,Biotechnology and Biopharmaceutical Sciences,379.0,402.0,Limerick Institute of Technology,False,False,False,False,True
731,LC371,Creative Broadcast and Film Production,298.0,339.0,Limerick Institute of Technology,False,False,False,False,True
732,LC372,Music Technology and Production,321.0,369.0,Limerick Institute of Technology,False,False,False,False,True
733,LC374,Renewable and Electrical Energy Engineering,317.0,368.0,Limerick Institute of Technology,False,False,False,False,True
734,LC375,Industrial Automation & Robotic Systems,321.0,368.0,Limerick Institute of Technology,False,False,False,False,True
735,LC376,Electronic Engineering,308.0,346.0,Limerick Institute of Technology,False,False,False,False,True
736,LC380,Automotive Engineering and Transport Management,282.0,329.0,Limerick Institute of Technology,False,False,False,False,True
737,LC392,Beauty and Spa Management,217.0,318.0,Limerick Institute of Technology,False,False,False,False,True
738,LC393,Early Childhood Education & Care,260.0,309.0,Limerick Institute of Technology,False,False,False,False,True
739,LC401,Early Childhood Education & Care (Thurles),298.0,387.0,Limerick Institute of Technology,False,False,False,False,True
740,LC402,Social Care Work (Thurles),209.0,290.0,Limerick Institute of Technology,False,False,False,False,True
741,LC408,Environmental and Geographical Sciences (Thurles),262.0,346.0,Limerick Institute of Technology,False,False,False,False,True
742,LC411,Marketing and Management (Thurles),226.0,300.0,Limerick Institute of Technology,False,False,False,False,True
743,LC418,Computing - Games Design and Development (Thurles),271.0,318.0,Limerick Institute of Technology,False,False,False,False,True
744,LC422,Sports Strength and Conditioning (Thurles),288.0,333.0,Limerick Institute of Technology,False,False,False,False,True
745,LC434,Environmental Management in Agriculture (Thurles),278.0,347.0,Limerick Institute of Technology,False,False,False,False,True
746,LC502,"Game Art and Design (Clonmel, portfolio)",838.0,950.0,Limerick Institute of Technology,True,False,False,False,True
747,LC517,Creative Media and Design (Clonmel),229.0,273.0,Limerick Institute of Technology,False,False,False,False,True
748,LC518,"Digital Animation Production (Clonmel, portfolio)",816.0,962.0,Limerick Institute of Technology,True,False,False,False,True
749,LC612,Social Care Work (Ennis),319.0,338.0,Limerick Institute of Technology,False,False,False,False,True
750,LC613,Early Childhood Education & Care (Ennis),346.0,388.0,Limerick Institute of Technology,False,False,False,False,True
751,LM002,Arts (offered in conjunction with Mary Immaculate College),329.0,388.0,University of Limerick,False,False,False,False,True
752,LM020,Law and Accounting,436.0,476.0,University of Limerick,False,False,False,False,True
753,LM026,Performing Arts (audition required),307.0,367.0,University of Limerick,True,False,False,False,True
754,LM028,Criminal Justice,387.0,409.0,University of Limerick,False,False,False,False,True
755,LM029,Law Plus,473.0,499.0,University of Limerick,False,False,False,False,True
756,LM038,Psychology and Sociology,478.0,489.0,University of Limerick,False,False,False,False,True
757,LM039,Journalism and New Media,388.0,430.0,University of Limerick,False,False,False,False,True
758,LM040,European Studies,350.0,462.0,University of Limerick,False,False,False,False,True
759,LM044,Applied Languages,404.0,473.0,University of Limerick,False,False,False,False,True
760,LM050,Business Studies,419.0,455.0,University of Limerick,False,False,False,False,True
761,LM056,International Business,511.0,543.0,University of Limerick,False,False,False,False,True
762,LM058,Financial Mathematics,434.0,543.0,University of Limerick,False,False,False,False,True
763,LM063,Technology Management,372.0,409.0,University of Limerick,False,False,False,False,True
764,LM068,Food Science and Health,400.0,430.0,University of Limerick,False,False,False,False,True
765,LM076,Product Design and Technology (portfolio required),402.0,466.0,University of Limerick,True,False,False,False,True
766,LM077,Aeronautical Engineering,469.0,531.0,University of Limerick,False,False,False,False,True
767,LM082,Construction Management and Engineering,368.0,404.0,University of Limerick,False,False,False,False,True
768,LM089,Sport and Exercise Sciences,441.0,466.0,University of Limerick,False,False,False,False,True
769,LM090,Physical Education with concurrent Teacher Education,498.0,520.0,University of Limerick,False,True,False,False,True
770,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478.0,509.0,University of Limerick,False,False,False,False,True
771,LM093,Equine Science,338.0,381.0,University of Limerick,False,False,False,False,True
772,LM094,Materials and Architectural Technology with concurrent Teacher Education,405.0,433.0,University of Limerick,False,False,False,False,True
773,LM095,Materials and Engineering Technology with concurrent Teacher Education,358.0,409.0,University of Limerick,False,False,False,False,True
774,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382.0,422.0,University of Limerick,False,False,False,False,True
775,LM099,Architecture (portfolio required),419.0,473.0,University of Limerick,True,False,False,False,True
776,LM100,Physiotherapy,565.0,577.0,University of Limerick,False,True,False,False,True
777,LM101,Medicine  - Graduate Entry (GAMSAT required),55.0,57.0,University of Limerick,True,True,False,False,True
778,LM102,Psychology,495.0,519.0,University of Limerick,False,False,False,False,True
779,LM103,Paramedic Studies (B and C1 Drivers Licence),313.0,403.0,University of Limerick,True,False,False,False,True
780,LM115,Chemical and Biochemical Engineering,456.0,520.0,University of Limerick,False,False,False,False,True
781,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434.0,498.0,University of Limerick,False,False,False,False,True
782,LM118,Electronic and Computer Engineering,401.0,498.0,University of Limerick,False,False,False,False,True
783,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352.0,420.0,University of Limerick,False,False,False,False,True
784,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330.0,430.0,University of Limerick,False,False,False,False,True
785,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412.0,455.0,University of Limerick,False,False,False,False,True
786,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Science),427.0,521.0,University of Limerick,False,False,False,False,True
787,LM125,Physics (Applied Physics/Mathematics and Physics),405.0,509.0,University of Limerick,False,False,False,False,True
788,LM150,General Nursing,440.0,463.0,University of Limerick,False,True,False,False,True
789,LM152,Mental Health Nursing,388.0,418.0,University of Limerick,False,False,False,False,True
790,LM154,Intellectual Disability Nursing,381.0,408.0,University of Limerick,False,True,False,False,True
791,LM156,Midwifery,429.0,444.0,University of Limerick,False,False,False,False,True
792,MU001,Theology and Arts,290.0,318.0,"Pontifical University, St Patrick\'s College",False,False,False,False,True
793,MU002,Theology,292.0,377.0,"Pontifical University, St Patrick\'s College",False,False,False,False,True
794,MH001,Education - Primary Teaching (Froebel),496.0,520.0,Maynooth University,False,True,False,False,True
795,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),441.0,,Maynooth University,True,True,False,False,True
796,MH101,Arts,316.0,369.0,Maynooth University,False,False,False,False,True
797,MH103,Music,,367.0,Maynooth University,True,False,False,False,True
798,MH106,Psychology - 3 years,495.0,499.0,Maynooth University,False,False,False,False,True
799,MH107,Social Science,326.0,349.0,Maynooth University,False,False,False,False,True
800,MH109,Media Studies,317.0,377.0,Maynooth University,False,False,False,False,True
801,MH116,Community and Youth Work (Full-Time),,271.0,Maynooth University,True,False,False,False,True
802,MH201,Science,350.0,392.0,Maynooth University,False,False,False,False,True
803,MH202,Biotechnology,429.0,446.0,Maynooth University,False,False,False,False,True
804,MH204,Physics with Astrophysics,420.0,488.0,Maynooth University,False,False,False,False,True
805,MH206,Theoretical Physics and Mathematics,498.0,566.0,Maynooth University,False,False,False,False,True
806,MH207,Data Science,434.0,466.0,Maynooth University,False,False,False,False,True
807,MH208,Biological and Biomedical Sciences,451.0,476.0,Maynooth University,False,False,False,False,True
808,MH209,Psychology (through Science) - 4 years,473.0,485.0,Maynooth University,False,False,False,False,True
809,MH210,Pharmaceutical and Biomedical Chemistry,446.0,466.0,Maynooth University,False,False,False,False,True
810,MH212,Science/Computer Science/Mathematics (with Education) - options,444.0,476.0,Maynooth University,False,False,False,False,True
811,MH304,Engineering (Computer/Electronic/Communications),371.0,423.0,Maynooth University,False,False,False,False,True
812,MH305,Product Design,358.0,411.0,Maynooth University,False,False,False,False,True
813,MH306,Robotics and Intelligent Devices,361.0,424.0,Maynooth University,False,False,False,False,True
814,MH401,Finance (options),352.0,392.0,Maynooth University,False,False,False,False,True
815,MH402,Quantitative Finance,476.0,487.0,Maynooth University,False,False,False,False,True
816,MH403,Accounting and Finance,402.0,432.0,Maynooth University,False,False,False,False,True
817,MH404,Business (options),400.0,429.0,Maynooth University,False,False,False,False,True
818,MH405,Equine Business,357.0,398.0,Maynooth University,False,False,False,False,True
819,MH407,Business and Accounting,401.0,420.0,Maynooth University,False,False,False,False,True
820,MH411,Entrepreneurship,358.0,388.0,Maynooth University,False,False,False,False,True
821,MH501,LLB Law - four year Single Major Law programme,451.0,476.0,Maynooth University,False,False,False,False,True
822,MH502,Law (options),410.0,442.0,Maynooth University,False,False,False,False,True
823,MH601,Computer Science through Arts (options),342.0,369.0,Maynooth University,False,False,False,False,True
824,MH602,Computer Science through Science (options),357.0,413.0,Maynooth University,False,False,False,False,True
825,MH603,Computational Thinking,520.0,543.0,Maynooth University,False,False,False,False,True
826,MH801,Early Childhood - Teaching and Learning (part-time),347.0,358.0,Maynooth University,False,False,False,False,True
827,MH802,"Community and Youth Work (part-time, in service",,,Maynooth University,True,False,False,False,True
828,MH803,"Local Studies or Community Studies (part-time, evening)- Mature Students",,,Maynooth University,True,False,False,False,True
829,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",456.0,497.0,St. Angela`s College,False,True,False,False,True
830,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",400.0,433.0,St. Angela`s College,False,True,False,False,True
831,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",421.0,457.0,St. Angela`s College,False,False,False,False,True
832,AS051,"Nutrition, Food and Business Management",337.0,399.0,St. Angela`s College,False,False,False,False,True
833,AS054,Home Economics,387.0,401.0,St. Angela`s College,False,False,False,False,True
834,AS110,General Nursing,391.0,409.0,St. Angela`s College,False,True,False,False,True
835,AS130,Intellectual Disability Nursing,317.0,338.0,St. Angela`s College,False,False,False,False,True
836,SG141,Business,252.0,317.0,"Institute of Technology, Sligo",False,False,False,False,True
837,SG142,Business in International Marketing and Sales with French,270.0,388.0,"Institute of Technology, Sligo",False,False,False,False,True
838,SG144,Business in International Marketing and Sales with Spanish,280.0,388.0,"Institute of Technology, Sligo",False,False,False,False,True
839,SG146,Accounting,307.0,347.0,"Institute of Technology, Sligo",False,False,False,False,True
840,SG147,Sport with Business,269.0,316.0,"Institute of Technology, Sligo",False,False,False,False,True
841,SG148,Tourism with Event Management,246.0,282.0,"Institute of Technology, Sligo",False,False,False,False,True
842,SG149,Business in Finance and Investment,262.0,357.0,"Institute of Technology, Sligo",False,False,False,False,True
843,SG241,Performing Arts,279.0,348.0,"Institute of Technology, Sligo",False,False,False,False,True
844,SG242,Early Childhood Care and Education,278.0,318.0,"Institute of Technology, Sligo",False,False,False,False,True
845,SG243,Social Care Practice,297.0,338.0,"Institute of Technology, Sligo",False,False,False,False,True
846,SG244,Fine Art,355.0,496.0,"Institute of Technology, Sligo",True,False,False,False,True
847,SG245,Creative Design,261.0,338.0,"Institute of Technology, Sligo",False,False,False,False,True
848,SG246,Computing,295.0,368.0,"Institute of Technology, Sligo",False,False,False,False,True
849,SG247,English and Psychology,308.0,336.0,"Institute of Technology, Sligo",False,False,False,False,True
850,SG248,Sociology and Politics,282.0,320.0,"Institute of Technology, Sligo",False,False,False,False,True
851,SG249,Writing and Literature,279.0,338.0,"Institute of Technology, Sligo",False,False,False,False,True
852,SG250,Application Design and User Experience,290.0,431.0,"Institute of Technology, Sligo",False,False,False,False,True
853,SG251,Computing (Smart Technologies),303.0,391.0,"Institute of Technology, Sligo",False,False,False,False,True
854,SG252,Software Development,300.0,354.0,"Institute of Technology, Sligo",False,False,False,False,True
855,SG253,Computer Networks and Cloud Infrastructure,273.0,341.0,"Institute of Technology, Sligo",False,False,False,False,True
856,SG343,Quantity Surveying,261.0,302.0,"Institute of Technology, Sligo",False,False,False,False,True
857,SG346,Construction Project Management and Applied Technology,289.0,351.0,"Institute of Technology, Sligo",False,False,False,False,True
858,SG347,Architecture,309.0,357.0,"Institute of Technology, Sligo",False,False,False,False,True
859,SG441,Environmental Science,297.0,358.0,"Institute of Technology, Sligo",False,False,False,False,True
860,SG442,Occupational Safety and Health,289.0,330.0,"Institute of Technology, Sligo",False,False,False,False,True
861,SG443,Human Nutrition,357.0,419.0,"Institute of Technology, Sligo",False,False,False,False,True
862,SG444,Science (Undenominated),308.0,369.0,"Institute of Technology, Sligo",False,False,False,False,True
863,SG445,Pharmaceutical Science with Drug Development,347.0,369.0,"Institute of Technology, Sligo",False,False,False,False,True
864,SG446,Applied Archaeology,289.0,290.0,"Institute of Technology, Sligo",False,False,False,False,True
865,SG447,Health Science and Physical Activity,316.0,363.0,"Institute of Technology, Sligo",False,False,False,False,True
866,SG448,Forensic Investigation and Analysis,306.0,348.0,"Institute of Technology, Sligo",False,False,False,False,True
867,SG449,Medical Biotechnology,329.0,352.0,"Institute of Technology, Sligo",False,False,False,False,True
868,TL801,Animation Visual Effects and Motion Design,281.0,341.0,"Institute of Technology, Tralee",False,False,False,False,True
869,TL802,"TV, Radio and New Media",306.0,356.0,"Institute of Technology, Tralee",False,False,False,False,True
870,TL803,Music Technology,264.0,288.0,"Institute of Technology, Tralee",False,False,False,False,True
871,TL810,Computing with Software Development,309.0,341.0,"Institute of Technology, Tralee",False,False,False,False,True
872,TL811,Computing with Games Development,310.0,334.0,"Institute of Technology, Tralee",False,False,False,False,True
873,TL812,Computing with Digital Media,369.0,369.0,"Institute of Technology, Tralee",False,False,False,False,True
874,TL815,Computing (Degree Award options),308.0,378.0,"Institute of Technology, Tralee",False,False,False,False,True
875,TL823,Event Management (3 year programme),291.0,346.0,"Institute of Technology, Tralee",False,False,False,False,True
876,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307.0,372.0,"Institute of Technology, Tralee",False,False,False,False,True
877,TL842,Construction Management,,,"Institute of Technology, Tralee",False,False,False,False,True
