,Course Code,Course Name 2019,EOS 2019,Mid 2019,Institution,Test 2019,NotAll 2019,Matric 2019,AQA 2019,Level8 2019
1173,DK769,Creative Media,140.0,328.0,Dundalk Institute of Technology,False,False,False,False,False
1174,DK770,Theatre & Film Practice,175.0,369.0,Dundalk Institute of Technology,False,False,False,False,False
1175,DK781,Science - Bioscience,268.0,376.0,Dundalk Institute of Technology,False,False,False,False,False
1176,DK783,Science - Pharmaceutical Science,265.0,367.0,Dundalk Institute of Technology,False,False,False,False,False
1177,DK784,Veterinary Nursing,347.0,388.0,Dundalk Institute of Technology,False,False,False,False,False
1178,GA160,Business,162.0,288.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1179,GA170,Business,246.0,387.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1180,GA171,Business Information Systems,246.0,393.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1181,GA172,Rural Enterprise and Agri-Business - Mountbellew Campus,278.0,358.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1182,GA174,Marketing and Sales,283.0,388.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1183,GA175,Finance,301.0,466.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1184,GA176,Business with Entrepreneurship,272.0,372.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1185,GA272,Heritage Studies,160.0,317.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1186,GA273,Contemporary Art,205.0,398.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1187,GA274,Design,214.0,360.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1188,GA360,Business in Tourism,185.0,293.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1189,GA361,Culinary Arts,162.0,327.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1190,GA362,Hotel and Hospitality Operations,187.0,242.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1191,GA364,Heritage Studies,170.0,224.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1192,GA370,Hotel and Catering Management,170.0,311.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1193,GA375,Retail Management,180.0,264.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1194,GA376,Event Management with Public Relations,210.0,329.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1195,GA377,International Tourism Management,176.0,298.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1196,GA378,Culinary and Gastronomic Science,160.0,289.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1197,GA470,Construction Management,243.0,338.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1198,GA471,Quantity Surveying and Construction Economics,205.0,321.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1199,GA472,Architectural Technology,200.0,352.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1200,GA473,Civil Engineering,247.0,387.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1201,GA570,Software and Electronic Engineering,204.0,389.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1202,GA670,Mechanical Engineering,261.0,392.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1203,GA673,Energy Engineering,275.0,362.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1204,GA674,Biomedical Engineering,303.0,454.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1205,GA675,Agricultural Engineering,282.0,369.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1206,GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),291.0,444.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1207,GA677,Manufacturing Engineering Design,235.0,299.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1208,GA770,Applied Freshwater and Marine Biology,280.0,379.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1209,GA771,Applied Biology and Biopharmaceutical Science,280.0,430.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1210,GA772,Chemical and Pharmaceutical Science,293.0,454.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1211,GA773,Physics and Instrumentation,308.0,403.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1212,GA774,Science (Undenominated),288.0,456.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1213,GA775,Computing in Software Development,261.0,343.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1214,GA776,Computing and Digital Media,240.0,308.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1215,GA777,Agriculture and Environmental Management - Mountbellew Campus,290.0,347.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1216,GA862,History & Geography - Mayo Campus,161.0,373.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1217,GA870,Outdoor Education and Leisure - Mayo Campus,161.0,308.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1218,GA871,Early Childhood Care and Education - Mayo Campus,190.0,367.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1219,GA872,Culture and Environment - Mayo Campus,224.0,268.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1220,GA879,Applied Social Care - Mayo Campus,242.0,336.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1221,GA970,Furniture Design and Manufacture - Letterfrack Campus,225.0,372.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1222,GA971,Furniture and Wood Technology - Letterfrack Campus,200.0,352.0,Galway-Mayo Institute of Technology,False,False,False,False,False
1223,GB001,Business,,358.0,Galway Business School,False,False,False,True,False
1224,LY107,Business (Common Entry),162.0,332.0,Letterkenny Institute of Technology,False,False,False,False,False
1225,LY116,"Business - Administration, IT and Customer Service",179.0,272.0,Letterkenny Institute of Technology,False,False,False,False,False
1226,LY206,Sports Studies,137.0,279.0,Letterkenny Institute of Technology,False,False,False,False,False
1227,LY207,Law - with Criminal Justice/Spanish/Irish options,160.0,330.0,Letterkenny Institute of Technology,False,False,False,False,False
1228,LY317,"Culinary Arts at Killybegs, Co Donegal",170.0,307.0,Letterkenny Institute of Technology,False,False,False,False,False
1229,LY327,"Hospitality and Tourism at Killybegs, Co Donegal (Common Entry)",162.0,260.0,Letterkenny Institute of Technology,False,False,False,False,False
1230,LY336,"Bar and Restaurant Supervision at Killybegs, Co Donegal",,146.0,Letterkenny Institute of Technology,False,False,False,True,False
1231,LY406,Photography,,260.0,Letterkenny Institute of Technology,False,False,False,True,False
1232,LY427,Digital Film and Video,170.0,272.0,Letterkenny Institute of Technology,False,False,False,False,False
1233,LY437,Animation,169.0,316.0,Letterkenny Institute of Technology,True,False,False,False,False
1234,LY447,Fashion with Promotion,266.0,347.0,Letterkenny Institute of Technology,True,False,False,False,False
1235,LY457,Graphic and Digital Design,171.0,296.0,Letterkenny Institute of Technology,True,False,False,False,False
1236,LY507,Quantity Surveying,164.0,278.0,Letterkenny Institute of Technology,False,False,False,False,False
1237,LY517,Building Services and Renewable Energy,210.0,298.0,Letterkenny Institute of Technology,False,False,False,False,False
1238,LY527,Civil Engineering,166.0,351.0,Letterkenny Institute of Technology,False,False,False,False,False
1239,LY547,Architectural Technology,182.0,291.0,Letterkenny Institute of Technology,False,False,False,False,False
1240,LY607,Electronic/Computer Engineering (Common Entry),187.0,302.0,Letterkenny Institute of Technology,False,False,False,False,False
1241,LY617,Mechanical Engineering,180.0,316.0,Letterkenny Institute of Technology,False,False,False,False,False
1242,LY707,Computer Games Development,234.0,351.0,Letterkenny Institute of Technology,False,False,False,False,False
1243,LY717,Computing,181.0,300.0,Letterkenny Institute of Technology,False,False,False,False,False
1244,LY737,Computer Security and Digital Forensics,172.0,358.0,Letterkenny Institute of Technology,False,False,False,False,False
1245,LY806,Pharmacy Technician,216.0,377.0,Letterkenny Institute of Technology,False,False,False,False,False
1246,LY816,Dental Nursing,180.0,307.0,Letterkenny Institute of Technology,False,False,False,False,False
1247,LY817,Bioscience,237.0,377.0,Letterkenny Institute of Technology,False,False,False,False,False
1248,LY826,Health Science with Physiotherapy Studies,309.0,440.0,Letterkenny Institute of Technology,False,False,False,False,False
1249,LY836,Health Science with Occupational Therapy Studies,245.0,382.0,Letterkenny Institute of Technology,False,False,False,False,False
1250,LY837,Food Science and Nutrition,165.0,347.0,Letterkenny Institute of Technology,False,False,False,False,False
1251,LY846,Health Science with Dietetics Studies,316.0,440.0,Letterkenny Institute of Technology,False,False,False,False,False
1252,LY847,Veterinary Nursing,347.0,378.0,Letterkenny Institute of Technology,False,True,False,False,False
1253,LY867,Pharmaceutical & Medicinal Science,181.0,357.0,Letterkenny Institute of Technology,False,False,False,False,False
1254,LY877,Agriculture,188.0,307.0,Letterkenny Institute of Technology,False,False,False,False,False
1255,LY906,"Early Childhood Care, Health and Education",135.0,308.0,Letterkenny Institute of Technology,False,False,False,False,False
1256,LY916,Health and Social Care,147.0,297.0,Letterkenny Institute of Technology,False,False,False,False,False
1257,CI001,Counselling Skills and Psychotherapy Studies (Limerick),238.0,368.0,Irish College of Humanities & Applied Sciences,False,False,False,False,False
1258,CI002,Counselling Skills and Addiction Studies (Limerick),236.0,326.0,Irish College of Humanities & Applied Sciences,False,False,False,False,False
1259,CI005,Counselling Skills and Youth Studies (Limerick),233.0,328.0,Irish College of Humanities & Applied Sciences,False,False,False,False,False
1260,LC221,Accounting and Finance,233.0,444.0,Limerick Institute of Technology,False,False,False,False,False
1261,LC222,Marketing and Management,270.0,398.0,Limerick Institute of Technology,False,False,False,False,False
1262,LC228,Sports Development and Coaching,253.0,329.0,Limerick Institute of Technology,False,False,False,False,False
1263,LC230,Business with Computing,232.0,371.0,Limerick Institute of Technology,False,False,False,False,False
1264,LC235,Internet Systems Development,226.0,298.0,Limerick Institute of Technology,False,False,False,False,False
1265,LC251,Civil Engineering,200.0,366.0,Limerick Institute of Technology,False,False,False,False,False
1266,LC253,Construction,172.0,290.0,Limerick Institute of Technology,False,False,False,False,False
1267,LC257,Interior Design,231.0,369.0,Limerick Institute of Technology,False,False,False,False,False
1268,LC260,Applied Biology,260.0,431.0,Limerick Institute of Technology,False,False,False,False,False
1269,LC267,Forensic and Pharmaceutical Sciences,278.0,440.0,Limerick Institute of Technology,False,False,False,False,False
1270,LC268,Medical Technology,287.0,413.0,Limerick Institute of Technology,False,False,False,False,False
1271,LC270,Music Technology and Production,327.0,389.0,Limerick Institute of Technology,False,False,False,False,False
1272,LC271,Electrical Engineering,241.0,329.0,Limerick Institute of Technology,False,False,False,False,False
1273,LC276,Creative Broadcast and Film Production,300.0,389.0,Limerick Institute of Technology,False,False,False,False,False
1274,LC277,Industrial Automation and Robotic Systems,226.0,364.0,Limerick Institute of Technology,False,False,False,False,False
1275,LC278,Renewable and Electrical Energy Engineering,317.0,403.0,Limerick Institute of Technology,False,False,False,False,False
1276,LC279,Electronic Engineering,200.0,382.0,Limerick Institute of Technology,False,False,False,False,False
1277,LC281,Automobile Technology,208.0,298.0,Limerick Institute of Technology,False,False,False,False,False
1278,LC283,Precision Engineering,242.0,425.0,Limerick Institute of Technology,False,False,False,False,False
1279,LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",209.0,310.0,Limerick Institute of Technology,False,False,False,False,False
1280,LC285,Mechanical Engineering,242.0,385.0,Limerick Institute of Technology,False,False,False,False,False
1281,LC286,Road Transport Technology and Management,186.0,299.0,Limerick Institute of Technology,False,False,False,False,False
1282,LC290,Community Sport Development,155.0,255.0,Limerick Institute of Technology,False,False,False,False,False
1283,LC296,Hotel Front Office Management,178.0,249.0,Limerick Institute of Technology,False,False,False,False,False
1284,LC298,Culinary Arts,148.0,280.0,Limerick Institute of Technology,False,False,False,False,False
1285,LC299,Hospitality Studies,146.0,261.0,Limerick Institute of Technology,False,False,False,False,False
1286,LC413,Marketing and Management (Thurles),136.0,339.0,Limerick Institute of Technology,False,False,False,False,False
1287,LC423,Sports Strength and Conditioning (Thurles),169.0,299.0,Limerick Institute of Technology,False,False,False,False,False
1288,LC425,Environmental and Geographic Sciences (Thurles),201.0,358.0,Limerick Institute of Technology,False,False,False,False,False
1289,LC428,Environmental Management in Agriculture (Thurles),226.0,326.0,Limerick Institute of Technology,False,False,False,False,False
1290,LC432,Early Childhood Education & Care (Thurles),163.0,337.0,Limerick Institute of Technology,False,False,False,False,False
1291,LC504,Creative Media and Design (Clonmel),126.0,360.0,Limerick Institute of Technology,False,False,False,False,False
1292,LC602,Social Care Work (Ennis),222.0,327.0,Limerick Institute of Technology,False,False,False,False,False
1293,LC603,Early Childhood Education & Care (Ennis),126.0,327.0,Limerick Institute of Technology,False,False,False,False,False
1294,LM180,Equine Science,338.0,413.0,University of Limerick,False,False,False,False,False
1295,SG101,Business,,338.0,"Institute of Technology, Sligo",False,False,False,True,False
1296,SG102,Computing (Level 6 - General Entry),190.0,318.0,"Institute of Technology, Sligo",False,False,False,False,False
1297,SG105,Business in Office Administration,,215.0,"Institute of Technology, Sligo",False,False,False,True,False
1298,SG108,Business in Accounting,213.0,307.0,"Institute of Technology, Sligo",False,False,False,False,False
1299,SG131,Computing - Games Development,168.0,260.0,"Institute of Technology, Sligo",False,False,False,False,False
1300,SG134,Applied Sport with Business,,236.0,"Institute of Technology, Sligo",False,False,False,True,False
1301,SG135,Business in Tourism with Event Management,187.0,282.0,"Institute of Technology, Sligo",False,False,False,False,False
1302,SG136,Computing - Software Development,207.0,295.0,"Institute of Technology, Sligo",False,False,False,False,False
1303,SG137,Computing (Computer Networks and Cloud Infrastructure),244.0,290.0,"Institute of Technology, Sligo",False,False,False,False,False
1304,SG138,Computing (Level 7 - General Entry),271.0,357.0,"Institute of Technology, Sligo",False,False,False,False,False
1305,SG231,Fine Art,248.0,454.0,"Institute of Technology, Sligo",True,False,False,False,False
1306,SG232,Creative Design,207.0,338.0,"Institute of Technology, Sligo",False,False,False,False,False
1307,SG235,Performing Arts (Theatre Design),216.0,431.0,"Institute of Technology, Sligo",False,False,False,False,False
1308,SG236,Performing Arts (Acting),225.0,335.0,"Institute of Technology, Sligo",False,False,False,False,False
1309,SG300,Engineering Undenominated,177.0,270.0,"Institute of Technology, Sligo",False,False,False,False,False
1310,SG301,Civil Engineering,190.0,270.0,"Institute of Technology, Sligo",False,False,False,False,False
1311,SG302,Construction Economics,161.0,190.0,"Institute of Technology, Sligo",False,False,False,False,False
1312,SG303,Mechanical Engineering,,318.0,"Institute of Technology, Sligo",False,False,False,True,False
1313,SG305,Electronic and Computer Engineering,179.0,267.0,"Institute of Technology, Sligo",False,False,False,False,False
1314,SG306,Mechatronics,260.0,260.0,"Institute of Technology, Sligo",False,False,False,False,False
1315,SG308,Applied Construction Technology,328.0,336.0,"Institute of Technology, Sligo",False,False,False,False,False
1316,SG330,Engineering Undenominated,233.0,404.0,"Institute of Technology, Sligo",False,False,False,False,False
1317,SG331,Interior Architecture and Design,213.0,347.0,"Institute of Technology, Sligo",False,False,False,False,False
1318,SG332,Advanced Wood and Sustainable Building Technology,180.0,289.0,"Institute of Technology, Sligo",False,False,False,False,False
1319,SG333,Mechanical Engineering,216.0,309.0,"Institute of Technology, Sligo",False,False,False,False,False
1320,SG334,Mechatronics,288.0,382.0,"Institute of Technology, Sligo",False,False,False,False,False
1321,SG336,Precision Engineering and Design,263.0,404.0,"Institute of Technology, Sligo",False,False,False,False,False
1322,SG337,Electronic and Computer Engineering,255.0,456.0,"Institute of Technology, Sligo",False,False,False,False,False
1323,SG338,Civil Engineering,226.0,345.0,"Institute of Technology, Sligo",False,False,False,False,False
1324,SG339,Quantity Surveying,188.0,300.0,"Institute of Technology, Sligo",False,False,False,False,False
1325,SG401,Science,175.0,339.0,"Institute of Technology, Sligo",False,False,False,False,False
1326,SG403,Applied Archaeology,297.0,328.0,"Institute of Technology, Sligo",False,False,False,False,False
1327,SG406,Health and Exercise Science,397.0,456.0,"Institute of Technology, Sligo",False,False,False,False,False
1328,SG431,Pharmaceutical Science with Drug Development,262.0,378.0,"Institute of Technology, Sligo",False,False,False,False,False
1329,SG432,Environmental Protection,279.0,362.0,"Institute of Technology, Sligo",False,False,False,False,False
1330,SG433,Occupational Safety and Health,224.0,339.0,"Institute of Technology, Sligo",False,False,False,False,False
1331,SG434,Human Nutrition,288.0,409.0,"Institute of Technology, Sligo",False,False,False,False,False
1332,SG435,Health Science and Physiology,288.0,413.0,"Institute of Technology, Sligo",False,False,False,False,False
1333,SG436,Biomedical Science,268.0,444.0,"Institute of Technology, Sligo",False,False,False,False,False
1334,SG437,Forensic Investigation and Analysis,237.0,348.0,"Institute of Technology, Sligo",False,False,False,False,False
1335,SG438,Applied Archaeology,279.0,333.0,"Institute of Technology, Sligo",False,False,False,False,False
1336,SG535,Business Administration,186.0,291.0,"Institute of Technology, Sligo",False,False,False,False,False
1337,SG536,Business,183.0,338.0,"Institute of Technology, Sligo",False,False,False,False,False
1338,SG537,Marketing and Sales,121.0,270.0,"Institute of Technology, Sligo",False,False,False,False,False
1339,TL620,Culinary Arts,128.0,234.0,"Institute of Technology, Tralee",False,False,False,False,False
1340,TL651,Science (Biological and Environmental Studies),207.0,357.0,"Institute of Technology, Tralee",False,False,False,False,False
1341,TL652,Pharmacy Technician,250.0,367.0,"Institute of Technology, Tralee",False,False,False,False,False
1342,TL710,Computing with Software Development,209.0,327.0,"Institute of Technology, Tralee",False,False,False,False,False
1343,TL711,Computing with Games Development,202.0,321.0,"Institute of Technology, Tralee",False,False,False,False,False
1344,TL712,Computing with Digital Media,243.0,352.0,"Institute of Technology, Tralee",False,False,False,False,False
1345,TL715,Computing (Degree Award options),214.0,377.0,"Institute of Technology, Tralee",False,False,False,False,False
1346,TL716,Computer Systems and Networking,309.0,309.0,"Institute of Technology, Tralee",False,False,False,False,False
1347,TL719,Culinary Arts,321.0,368.0,"Institute of Technology, Tralee",False,False,False,False,False
1348,TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),207.0,373.0,"Institute of Technology, Tralee",False,False,False,False,False
1349,TL742,Construction Management,,,"Institute of Technology, Tralee",False,False,False,False,False
1350,TL744,Agricultural Engineering,228.0,324.0,"Institute of Technology, Tralee",False,False,False,False,False
1351,TL745,Civil and Environmental Engineering,208.0,364.0,"Institute of Technology, Tralee",False,False,False,False,False
1352,TL746,Engineering in Mechatronics Engineering,,,"Institute of Technology, Tralee",False,False,False,False,False
1353,TL747,Engineering in Mechanical and Manufacturing Engineering,,,"Institute of Technology, Tralee",False,False,False,False,False
1354,TL748,Agricultural Science,271.0,397.0,"Institute of Technology, Tralee",False,False,False,False,False
1355,TL755,Pharmaceutical Science (Degree Award options),259.0,399.0,"Institute of Technology, Tralee",False,False,False,False,False
1356,TL758,Animal Bioscience,250.0,356.0,"Institute of Technology, Tralee",False,False,False,False,False
1357,TL771,Health and Leisure (Degree Award Options),215.0,387.0,"Institute of Technology, Tralee",False,False,False,False,False
1358,TL772,Health and Leisure with Massage,216.0,405.0,"Institute of Technology, Tralee",False,False,False,False,False
1359,TL773,Coaching and Sports Performance,120.0,329.0,"Institute of Technology, Tralee",False,False,False,False,False
1360,TL780,Early Childhood Care and Education,201.0,360.0,"Institute of Technology, Tralee",False,False,False,False,False
1361,TL781,Social Care,215.0,318.0,"Institute of Technology, Tralee",False,False,False,False,False
1362,WD003,Business,136.0,292.0,Waterford Institute of Technology,False,False,False,False,False
1363,WD010,Electronic Engineering,224.0,378.0,Waterford Institute of Technology,False,False,False,False,False
1364,WD011,Mechanical Engineering,200.0,301.0,Waterford Institute of Technology,False,False,False,False,False
1365,WD013,Legal Studies,170.0,307.0,Waterford Institute of Technology,False,False,False,False,False
1366,WD018,Applied Social Care,180.0,297.0,Waterford Institute of Technology,False,False,False,False,False
1367,WD019,Recreation and Sport Management,181.0,282.0,Waterford Institute of Technology,False,False,False,False,False
1368,WD076,Forestry,181.0,331.0,Waterford Institute of Technology,False,False,False,False,False
1369,WD094,Architectural Technology,201.0,350.0,Waterford Institute of Technology,False,False,False,False,False
1370,WD096,Horticulture (Waterford - Kildalton),260.0,371.0,Waterford Institute of Technology,False,False,False,False,False
1371,WD097,Horticulture (Dublin - National Botanic Gardens),209.0,356.0,Waterford Institute of Technology,False,False,False,False,False
1372,WD126,Agriculture,356.0,424.0,Waterford Institute of Technology,False,False,False,False,False
1373,WD139,Civil Engineering,200.0,364.0,Waterford Institute of Technology,False,False,False,False,False
1374,WD151,Software Systems Development,180.0,344.0,Waterford Institute of Technology,False,False,False,False,False
1375,WD153,Multimedia Applications Development,170.0,309.0,Waterford Institute of Technology,False,False,False,False,False
1376,WD155,Information Technology,121.0,280.0,Waterford Institute of Technology,False,False,False,False,False
1377,WD159,Business,200.0,357.0,Waterford Institute of Technology,False,False,False,False,False
1378,WD164,Food Science with Business,222.0,382.0,Waterford Institute of Technology,False,False,False,False,False
1379,WD172,Culinary Arts,142.0,269.0,Waterford Institute of Technology,False,False,False,False,False
1380,WD173,Hospitality Studies,182.0,278.0,Waterford Institute of Technology,False,False,False,False,False
1381,WD174,Tourism,134.0,282.0,Waterford Institute of Technology,False,False,False,False,False
1382,WD175,Pharmaceutical Science,207.0,367.0,Waterford Institute of Technology,False,False,False,False,False
1383,WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharmacy.)",213.0,413.0,Waterford Institute of Technology,False,False,False,False,False
1384,WD182,Electrical Engineering,188.0,315.0,Waterford Institute of Technology,False,False,False,False,False
1385,WD184,Retail Management,190.0,298.0,Waterford Institute of Technology,False,False,False,False,False
1386,WD188,Applied Health Care,206.0,339.0,Waterford Institute of Technology,False,False,False,False,False
1387,WD205,Molecular Biology with Biopharmaceutical Science,208.0,441.0,Waterford Institute of Technology,False,False,False,False,False
1388,WD206,Electronic Engineering,191.0,322.0,Waterford Institute of Technology,False,False,False,False,False
1389,WD207,Mechanical Engineering,179.0,330.0,Waterford Institute of Technology,False,False,False,False,False
1390,WD208,Manufacturing Engineering,195.0,330.0,Waterford Institute of Technology,False,False,False,False,False
